lat;lng;name;code;city;country;address
52.1381963;17.3187331;APTEKA NA  ZDROWIE; 63-023; SULĘCINEK; Poland;ulica Szkolna 15B
51.60549;17.53953;APTEKA SULMIERZYCKA; 63-750; SULMIERZYCE; Poland;ulica Krótka 1
51.60673;17.5276299;NASZA APTEKA; 63-750; SULMIERZYCE; Poland;ulica Rynek 23
52.44141;16.74977;APTEKA SAGITTARIUS; 62-080; SWADZIM; Poland;ulica św. Antoniego
52.4196313;17.0795054;APTEKA OSIEDLOWA; 62-020; SWARZĘDZ; Poland;osiedle Kościuszkowców 13
52.3998;17.06295;APTEKA; 62-020; SWARZĘDZ; Poland;osiedle Edwarda Raczyńskiego 18
52.41354;17.08359;APTEKA POD LIPAMI; 62-020; SWARZĘDZ; Poland;osiedle Zygmunta III Wazy
52.40949;17.07505;APTEKA NASZA; 62-020; SWARZĘDZ; Poland;ulica Piaski 8
52.41019;17076;APTEKA ; 62-020; SWARZĘDZ; Poland;ulica Rynek 18
52.41522;17.08522;APTEKA MILLENIUM; 62-020; SWARZĘDZ; Poland;osiedle Dąbrowszczaków 26
52.4018;17.0577;APTEKA W PASAŻU; 62-020; SWARZĘDZ; Poland;ulica Graniczna 63
52.3966;17.07029;APTEKA ROSA; 62-020; SWARZĘDZ; Poland;ulica Kupiecka
52.40677;17.07073;APTEKA NASZA; 62-020; SWARZĘDZ; Poland;ulica Poznańska 17
52.40491;17.09752;APTEKA HEUREKA; 62-020; SWARZĘDZ; Poland;ulica Poznańska 6
52.40222;17.06903;APTEKA PRIMA; 62-020; SWARZĘDZ; Poland;ulica Tysiąclecia 17
52.41286;17.07757;APTEKA ZAMKOWA; 62-020; SWARZĘDZ; Poland;ulica Zamkowa
53.4674;16.60638;PUNKT APTECZNY ALOES ; 64-962; SYPNIEWO; Poland;ulica Adama Mickiewicza 43
53.02774;17.12362;APTEKA NA WZGÓRZU; 64-820; SZAMOCIN; Poland;ulica Górna
53.02941;17.12346;APTEKA PRZY RYNKU; 64-820; SZAMOCIN; Poland;ulica Rynek 2
53.02955;17.1241;APTEKA NOVA; 64-820; SZAMOCIN; Poland;ulica Rynek 8
52.6066;16.58409;APTEKA ŚW. MICHAŁA; 64-500; SZAMOTUŁY; Poland;ulica 3 Maja 4
52.61319;16.57798;APTEKA RODZINNA; 64-500; SZAMOTUŁY; Poland;ulica Braci Czeskich
52.58386;16.62741;APTEKA; 64-500; SZAMOTUŁY; Poland;ulica Dworcowa 16A
52.62045;16.57431;APTEKA; 64-500; SZAMOTUŁY; Poland;ulica Mikołaja Kopernika 3
52.6119013;16.5773788;APTEKA PANACEUM; 64-500; SZAMOTUŁY; Poland;ulica Kościelna 2
52.60476;16.58999;APTEKA OSIEDLOWA; 64-500; SZAMOTUŁY; Poland;ulica Łąkowa 9
52.61218;16.57966;APTEKA PRZYJAZNA; 64-500; SZAMOTUŁY; Poland;ulica Poznańska 1
52.60533;16.58688;APTEKA POD ZEGAREM; 64-500; SZAMOTUŁY; Poland;ulica Sportowa 17
52.6135499;16.5771799;APTEKA  POD  BASZTĄ; 64-500; SZAMOTUŁY; Poland;ulica Wroniecka 26
51.7079499;18.37765;PUNKT APTECZNY; 62-865; SZCZYTNIKI; Poland;plac Wolności 11
52.30209;17.01758;PUNKT APTECZNY ŚWIAT TANICH LEKÓW; 62-023; SZCZYTNIKI; Poland;ulica Jeziorna 9
51.86002;17.16287;PUNKT APTECZNY MEDICA; 63-820; SZELEJEWO DRUGIE; Poland;Szelejewo Drugie 2A
52.36591;18.30659;APTEKA DARS; 62-561; ŚLESIN; Poland;ulica Targowa
52.36999;18.3065049;APTEKA RODZINNA; 62-561; ŚLESIN; Poland;ulica Żwirki i Wigury 3
52.36906;18.3060699;APTEKA MEDICA; 62-561; ŚLESIN; Poland;ulica Żwirki i Wigury 18
52.01281;16.52602;APTEKA POD WAGAMI; 64-030; ŚMIGIEL; Poland;plac Rozstrzelanych 15
52.01344;16.52713;APTEKA; 64-030; ŚMIGIEL; Poland;ulica Tadeusza Kościuszki 2
52.01466;16.5219099;APTEKA ŚMIGIELSKA; 64-030; ŚMIGIEL; Poland;ulica Stanisława Skarżyńskiego 5A
52.01429;16.52114;APTEKA TARGOWA; 64-030; ŚMIGIEL; Poland;ulica Stanisława Skarżyńskiego 8
52.09545;17.02073;APTEKA POD BIAŁYM ORŁEM; 63-100; ŚREM; Poland;plac 20 Października 3
52.07756;17.01301;APTEKA CENTRUM; 63-100; ŚREM; Poland;ulica 1 Maja 23
52.0893;17.00711;APTEKA W SZPITALU; 63-100; ŚREM; Poland;ulica Józefa Chełmońskiego 1
52.08954;17.00519;APTEKA DBAM O ZDROWIE; 63-100; ŚREM; Poland;ulica Józefa Chełmońskiego 1A
52.07634;17.01385;APTEKA; 63-101; ŚREM; Poland;ulica Dezyderego Chłapowskiego 5
52.08298;17.00627;APTEKA PROFILAKTYKA V; 63-100; ŚREM; Poland;ulica Fryderyka Chopina
52.08243;17.02661;APTEKA POLONIA; 63-100; ŚREM; Poland;ulica Gostyńska 17
52.08087;17.01029;APTEKA PRZYJAZNA; 63-100; ŚREM; Poland;ulica Grunwaldzka 8C
52.08268;17.01016;APTEKA NA ZDROWIE; 63-100; ŚREM; Poland;ulica Jana Kilińskiego 30
52.09343;17.01856;APTEKA NAD WARTĄ; 63-100; ŚREM; Poland;ulica ks. Jerzego Popiełuszki 2
52.08979;17.01667;APTEKA DBAM O ZDROWIE; 63-100; ŚREM; Poland;ulica Adama Mickiewicza 6
52.0830399;17.00478;APTEKA HELENKI; 63-100; ŚREM; Poland;ulica Ignacego Paderewskiego 1
52.08762;17.0184399;APTEKA; 63-100; ŚREM; Poland;ulica Powstańców Wielkopolskich 5
52.0825;17.01358;APTEKA PROFILAKTYKA; 63-100; ŚREM; Poland;ulica Władysława S. Reymonta 2A
52.07719;17.02755;APTEKA ODLEWNIK; 63-100; ŚREM; Poland;ulica Stanisława Staszica 1
52.22967;17.27739;APTEKA POD SŁOŃCEM; 63-000; ŚRODA WIELKOPOLSKA; Poland;plac Armii Poznań 3
52.2245599;17.27642;APTEKA RODZINNA; 63-000; ŚRODA WIELKOPOLSKA; Poland;ulica 20 Października 36A
52.2261575;17.2748432;APTEKA W POLOMARKECIE; 63-000; ŚRODA WIELKOPOLSKA; Poland;ulica 20 Października 15
52.22782;17.28323;APTEKA ESKULAP; 63-000; ŚRODA WIELKOPOLSKA; Poland;ulica Czerwonego Krzyża 2A
52.22871;17.28032;APTEKA POD SŁOŃCEM; 63-000; ŚRODA WIELKOPOLSKA; Poland;ulica Czerwonego Krzyża 12
52.22676;17.28124;APTEKA POD ZŁOTĄ WAGĄ; 63-000; ŚRODA WIELKOPOLSKA; Poland;ulica Jana Henryka Dąbrowskiego 39
52.22927;17.26988;APTEKA NOVA; 63-000; ŚRODA WIELKOPOLSKA; Poland;ulica marsz. Józefa Piłsudskiego 1A
52.23111;17.2692;APTEKA POD SŁOŃCEM; 63-000; ŚRODA WIELKOPOLSKA; Poland;ulica Jana Kilińskiego 33
52.22493;17.2719099;APTEKA ŚW. JÓZEFA; 63-000; ŚRODA WIELKOPOLSKA; Poland;ulica Poselska 18
52.22612;17.2729399;APTEKA DBAM O ZDROWIE; 63-000; ŚRODA WIELKOPOLSKA; Poland;ulica Przecznica 2
52.2284099;17.27675;APTEKA ŚRÓDMIEJSKA 2; 63-000; ŚRODA WIELKOPOLSKA; Poland;ulica Spichrzowa 3
52.22886;17.27599;APTEKA DBAM O ZDROWIE; 63-000; ŚRODA WIELKOPOLSKA; Poland;plac Stary Rynek 2
52.22645;17.28544;APTEKA MEDICA; 63-000; ŚRODA WIELKOPOLSKA; Poland;ulica Żwirki i Wigury 3C
52.22987;16.95029;APTEKA QUERCUS; 62-022; ŚWIĄTNIKI; Poland;ulica Kórnicka 8C
51.85518;16.49448;APTEKA W RYNKU; 64-115; ŚWIĘCIECHOWA; Poland;Rynek
51.85628;16.5055799;APTEKA ARNIKA; 64-115; ŚWIĘCIECHOWA; Poland;ulica Strzelecka 6
51.85593;17.76197;PUNKT APTECZNY; 63-300; TACZANÓW DRUGI; Poland;Taczanów Drugi 1B
52.46752;16.65807;APTEKA ŚW. TOMASZA; 62-080; TARNOWO PODGÓRNE; Poland;ulica 23 Października
52.46451;16.66356;APTEKA TARNOWSKA; 62-080; TARNOWO PODGÓRNE; Poland;ulica Poznańska 82B
52.469;16.65929;APTEKA POD ORŁEM; 62-080; TARNOWO PODGÓRNE; Poland;ulica Sportowa
53.33904;16.85176;PUNKT APTECZNY TARNÓWKA; 77-416; TARNÓWKA; Poland;ulica Niepodległości 22A
51.75488;18.16595;PUNKT APTECZNY VALEO; 62-860; TŁOKINIA KOŚCIELNA; Poland;ulica Kościelna 14
52.14149;17.95483;APTEKA ARS FARMACEUTICA; 62-410; TRĄBCZYN; Poland;Trąbczyn 53
53.0404;16.4613799;APTEKA POD JASKÓŁKĄ; 64-980; TRZCIANKA; Poland;osiedle XXV-lecia 3
53.04213;16.4617;APTEKA PRZY RYNKU; 64-980; TRZCIANKA; Poland;plac Pocztowy 3
53.0382714;16.4546256;APTEKA PRZYJAZNA; 64-980; TRZCIANKA; Poland;ulica Władysława Broniewskiego 17A
53.04023;16.46239;APTEKA REMEDIUM; 64-980; TRZCIANKA; Poland;ulica Tadeusza Kościuszki 1
53.03493;16.46315;APTEKA ALFA; 64-980; TRZCIANKA; Poland;ulica Jana Matejki 3A
52.9853838;16.3785728;PUNKT APTECZNY FACTUM; 64-980; TRZCIANKA; Poland;Siedlisko 35
53.03687;16.46069;APTEKA POD ZŁOTYM LWEM; 64-980; TRZCIANKA; Poland;ulica Stanisława Staszica 12
51.19316;18.01963;APTEKA REMEDIUM; 63-620; TRZCINICA; Poland;ulica Szkolna 4
52.56141;17.82147;APTEKA DBAM O ZDROWIE; 62-240; TRZEMESZNO; Poland;plac Jana Kilińskiego 5
52.5588;17.81906;APTEKA HIBISKUS; 62-240; TRZEMESZNO; Poland;ulica Adama Mickiewicza 2
52.56324;17.82937;APTEKA ASPIRYNKA; 62-240; TRZEMESZNO; Poland;ulica Piastowska 2
52.3429;17.07677;PUNKT APTECZNY TULCE; 63-004; TULCE; Poland;ulica Poznańska 21
52.07668;18.29754;APTEKA POD KOZIOROŻCEM; 62-740; TULISZKÓW; Poland;plac Wolności 14
52.07703;18.29862;APTEKA POD KOZIOROŻCEM II; 62-740; TULISZKÓW; Poland;plac Wolności 19
52.07764;18.29297;APTEKA FLORIAŃSKA; 62-740; TULISZKÓW; Poland;plac Floriański 3
52.01769;18.50471;APTEKA; 62-700; TUREK; Poland;aleja Józefa Piłsudskiego 1
52.01221;18.51773;APTEKA VITAFARM 2; 62-700; TUREK; Poland;osiedle Wyzwolenia 2A
52.01591;18.50181;APTEKA STYLOWA; 62-700; TUREK; Poland;plac Wojska Polskiego 8
52.01577;18.51042;APTEKA MEDICATA; 62-700; TUREK; Poland;ulica Armii Krajowej 1
52.01043;18.49383;APTEKA STARS; 62-700; TUREK; Poland;ulica Braci Marszlów 4
52.01373;18.50768;APTEKA POD TUREM; 62-700; TUREK; Poland;ulica Jarosława Dąbrowskiego 7
52.01558;18.4979;APTEKA POD TUREM; 62-700; TUREK; Poland;ulica Kaliska 18
52.01938;18.49552;APTEKA  KWIATY POLSKIE; 62-700; TUREK; Poland;ulica Stanisława Kączkowskiego 12
52.01663;18.50572;APTEKA PRIMA; 62-700; TUREK; Poland;ulica Kolska 28
52.01731;18.5069;APTEKA PRIMA; 62-700; TUREK; Poland;ulica Kolska Szosa 3
52.01546;18.46884;APTEKA ALBA; 62-700; TUREK; Poland;ulica Konińska 24
52.01599;18.50602;APTEKA W PAWILONIE; 62-700; TUREK; Poland;ulica Legionów Polskich 2
52.01599;18.50602;APTEKA STYLOWA 2; 62-700; TUREK; Poland;ulica Legionów Polskich 2
52.0118;18.4891599;APTEKA PRIMA; 62-700; TUREK; Poland;ulica Łąkowa 3
52.01137;18.51056;APTEKA NASZE LEKI; 62-700; TUREK; Poland;ulica Nowa 22
52.05813;16.82993;PUNKT APTECZNY ZŁOTY LEK ; 64-000; TUREW; Poland;ulica Szkolna
53.0528392;16.7334654;APTEKA; 64-850; UJŚCIE; Poland;plac Wiosny Ludów 6
53.05314;16.73119;APTEKA PAPROTKA; 64-850; UJŚCIE; Poland;ulica Czarnkowska 7
52.9052067;17.4768988;PUNKT APTECZNY SOLANKA; 62-120; WAPNO; Poland;ulica Karola Świerczewskiego 6
52.80785;17.22976;APTEKA KWIATY POLNE; 62-100; WĄGROWIEC; Poland;ulica 11 Listopada 1
52.8086;17.18413;APTEKA ŚW. ANTONIEGO; 62-100; WĄGROWIEC; Poland;ulica Bobrownicka 3
52.81338;17.20826;APTEKA 112; 62-100; WĄGROWIEC; Poland;ulica Jana Kasprowicza 52
52.8082;17.20261;APTEKA; 62-100; WĄGROWIEC; Poland;ulica Kolejowa 9
52.80952;17.19846;APTEKA FARMED; 62-100; WĄGROWIEC; Poland;ulica Tadeusza Kościuszki 5
52.81592;17.20498;APTEKA POD WAGĄ; 62-100; WĄGROWIEC; Poland;ulica Adama Mickiewicza 33
52.81807;17.21086;APTEKA CENTRUM ZDROWIA; 62-100; WĄGROWIEC; Poland;ulica Mikołaja Reja 59
52.81055;17.2130699;APTEKA PANACEUM; 62-100; WĄGROWIEC; Poland;ulica Przemysłowa 38
52.80972;17.20811;APTEKA; 62-100; WĄGROWIEC; Poland;ulica Przemysłowa
52.81348;17.20385;APTEKA ARNIKA; 62-100; WĄGROWIEC; Poland;ulica Średnia 30
52.80541;17.22097;APTEKA BURSZTYNOWA; 62-100; WĄGROWIEC; Poland;ulica Feliksa Tylmana 24
52.80881;16.1746;PUNKT APTECZNY MELISA; 64-730; WIELEŃ; Poland;ulica Powstańców Wielkopolskich 21
52.89411;16.17132;APTEKA ŚRÓDMIEJSKA; 64-730; WIELEŃ; Poland;ulica Tadeusza Kościuszki 14
52.89588;16.17189;APTEKA SANITAS; 64-730; WIELEŃ; Poland;ulica Tadeusza Kościuszki 74
52.87876;16.17564;APTEKA STORCZYKOWA; 64-730; WIELEŃ; Poland;ulica Storczykowa
52.11981;16.35179;APTEKA ELIKSIR; 64-050; WIELICHOWO; Poland;ulica Grodziska 33
52.11546;16.35187;APTEKA ZDROWIE; 64-050; WIELICHOWO; Poland;ulica Rynek 3
51.5979;18.0869;APTEKA; 63-405; WIELOWIEŚ; Poland;ulica Słoneczna 5
51.92262;16.21328;PUNKT APTECZNY ARNIKA ; 64-150; WIJEWO; Poland;ulica Okrężna 18
51.91868;16.18568;APTEKA WIJEWSKA; 64-150; WIJEWO; Poland;ulica 25 Maja 5A
52.48856;18.16129;APTEKA  LAWENDA; 62-550; WILCZYN; Poland;ulica Karolkowa 7
52.48599;18.16409;PUNKT APTECZNY VITA; 62-550; WILCZYN; Poland;ulica Strzelińska 12
51.88597;16.53492;PUNKT APTECZNY DWOREK WILKOWICE; 64-115; WILKOWICE; Poland;ulica Tylna
52.00877;17.54347;PUNKT APTECZNY RUMIANEK; 63-200; WILKOWYJA; Poland;ulica Powstańców Wielkopolskich 60
52.3194;16.85408;APTEKA JAŚMINOWA; 62-051; WIRY; Poland;ulica Komornicka 192
51.94037;17.55942;APTEKA PANACEUM; 63-230; WITASZYCE; Poland;ulica Ceglana 5A
52.4394475;17.7695163;APTEKA W POLOMARKECIE; 62-430; WITKOWO; Poland;ulica Jana Pawła II 1A
52.4367807;17.7706889;APTEKA RODZINNA; 62-230; WITKOWO; Poland;ulica Jana Pawła II 23
52.43866;17.77287;APTEKA; 62-230; WITKOWO; Poland;ulica Poznańska 18
52.43973;17.77376;APTEKA; 62-230; WITKOWO; Poland;ulica Warszawska 2
52.1031;18.47147;APTEKA GRODZKA; 62-710; WŁADYSŁAWÓW; Poland;ulica Kaliska 2A
52.10381;18.47291;APTEKA; 62-710; WŁADYSŁAWÓW; Poland;ulica Rynek 28
51.92624;16.3617;APTEKA NOWA; 64-140; WŁOSZAKOWICE; Poland;plac 21 Października
51.93173;16.35915;APTEKA RÓŻANA; 64-140; WŁOSZAKOWICE; Poland;ulica Zalesie 11
52.11246;16.1102;APTEKA POD WAGĄ; 64-200; WOLSZTYN; Poland;plac Tadeusza Kościuszki
52.11589;16.1095;APTEKA; 64-200; WOLSZTYN; Poland;ulica 5 Stycznia 18
52.05664;16.1508;APTEKA DBAM O ZDROWIE; 64-200; WOLSZTYN; Poland;ulica Dworcowa 5
52.05681;16.15118;APTEKA PRZY DWORCU; 64-200; WOLSZTYN; Poland;ulica Dworcowa 7
52.11301;16.11722;APTEKA MEDYCZNA; 64-200; WOLSZTYN; Poland;ulica Gajewskich 1
52.1165499;16.1247;APTEKA ESKULAP; 64-200; WOLSZTYN; Poland;ulica Garbarska 10
52.11722;16.11553;APTEKA PARKOWA; 64-200; WOLSZTYN; Poland;ulica Poznańska 32
52.11367;16.10991;APTEKA ESKULAP; 64-200; WOLSZTYN; Poland;ulica Słodowa 9
52.10956;16.1185699;APTEKA HYGEA; 64-200; WOLSZTYN; Poland;ulica Juliusza Słowackiego 18
52.11569;16.11798;APTEKA CENTRUM ZDROWIA; 64-200; WOLSZTYN; Poland;ulica Strzelecka 7
52.0444546;16.1051642;APTEKA HYGEA; 64-200; WOLSZTYN; Poland;ulica Wodna 5
52.7109499;16.38624;APTEKA ARNICA; 64-510; WRONKI; Poland;ulica Adama Mickiewicza 47
52.70888;16.3832999;APTEKA SŁONECZNA; 64-510; WRONKI; Poland;ulica Partyzantów
52.70852;16.37663;APTEKA U ZŁOTEGO ŹRÓDŁA; 64-510; WRONKI; Poland;ulica Poznańska 30
52.70989;16.37486;APTEKA POD ORŁEM; 64-510; WRONKI; Poland;ulica Rynek 6
52.26254;18.6818;PUNKT APTECZNY TWOJE LEKI; 62-600; WRZĄCA WIELKA; Poland;Wrząca Wielka 45
52.32418;17.58323;APTEKA RODZINNA; 62-300; WRZEŚNIA; Poland;ulica Bolesława Chrobrego 17
52.32313;17.58393;APTEKA KAPSUŁKA; 62-300; WRZEŚNIA; Poland;ulica Bolesława Chrobrego 10
52.31504;17.5656;APTEKA NA SŁAWNIE; 62-300; WRZEŚNIA; Poland;ulica Fromborska 46A
52.33039;17.57226;APTEKA VERBENA; 62-300; WRZEŚNIA; Poland;ulica Kosynierów 23
52.32445;17.5748;APTEKA WITAMINKA; 62-300; WRZEŚNIA; Poland;ulica Legii Wrzesińskiej 11
52.32258;17.56291;APTEKA DR. MAX; 62-300; WRZEŚNIA; Poland;ulica Miłosławska 10
52.3224;17.57034;APTEKA KWIATY POLSKIE; 62-300; WRZEŚNIA; Poland;ulica Opieszyn 10
52.33096;17.54173;APTEKA W POLOMARKECIE; 62-300; WRZEŚNIA; Poland;ulica Ignacego Paderewskiego 52
52.32192;17589;APTEKA AMIKA; 62-300; WRZEŚNIA; Poland;ulica Piastów 16
52.32407;17.56651;APTEKA NOWA; 62-300; WRZEŚNIA; Poland;ulica Henryka Sienkiewicza 12
52.32457;17.56612;APTEKA ASPIRYNKA S.C.; 62-300; WRZEŚNIA; Poland;ulica Henryka Sienkiewicza 20
52.32401;17.56619;APTEKA STYLOWA; 62-300; WRZEŚNIA; Poland;ulica Henryka Sienkiewicza 7
52.32524;17.57439;APTEKA DBAM O ZDROWIE; 62-300; WRZEŚNIA; Poland;ulica Juliusza Słowackiego 4A
53.15313;17.2687199;APTEKA HIPOKRATES; 89-300; WYRZYSK; Poland;plac Wojska Polskiego 14
53.15258;17.26869;APTEKA POD ZŁOTYM LWEM; 89-300; WYRZYSK; Poland;plac Wojska Polskiego 21
53.15519;17.26398;APTEKA VITRUM; 89-300; WYRZYSK; Poland;ulica Przy Stawie
53.18154;17.07947;APTEKA; 89-320; WYSOKA; Poland;plac Powstańców Wielkopolskich 15
53.18155;17.07826;APTEKI ARNIKA; 89-320; WYSOKA; Poland;ulica Strzelecka 1A
52.13714;18.40355;PUNKT APTECZNY RÓŻA; 62-710; WYSZYNA; Poland;ulica Jana Pawła II 20A
52.8910399;16.85818;PUNKT APTECZNY POD JARZĘBINAMI; 64-834; WYSZYNY; Poland;Wyszyny 22
52.16801;17.90239;APTEKA; 62-410; ZAGÓRÓW; Poland;ulica Duży Rynek 34
52.168;17.89928;APTEKA POD ZŁOTĄ WAGĄ; 62-410; ZAGÓRÓW; Poland;ulica Mały Rynek 1O
52.16851;17.89461;APTEKA FAMILIJNA; 62-410; ZAGÓRÓW; Poland;ulica Pyzderska 6A
53.4108801;17.1520657;APTEKA  REMEDIUM; 77-424; ZAKRZEWO; Poland;ulica Edmunda Jana Osmańczyka 7
52.15578;17.16129;APTEKA  MAGDALENKA; 63-020; ZANIEMYŚL; Poland;ulica Poznańska 6
52.15742;17.16395;APTEKA; 63-020; ZANIEMYŚL; Poland;ulica Henryka Sienkiewicza 6
52.43385;18.64048;PUNKT APTECZNY APIS; 62-618; ZARYŃ; Poland;Mąkoszyn 51
52.2545;15.9074;APTEKA REMEDIA; 64-360; ZBĄSZYŃ; Poland;ulica 17 Stycznia 1920 r. 59B
52.2528;15.9099;APTEKA POD ANIOŁEM; 64-360; ZBĄSZYŃ; Poland;ulica 17 Stycznia 1920 r. 68
52.25034;15.92117;APTEKA; 64-360; ZBĄSZYŃ; Poland;Rynek 4
52.24977;15.92171;APTEKA SALUS; 64-360; ZBĄSZYŃ; Poland;ulica Senatorska 27
52.24993;15.92179;APTEKA PRZYJAZNA; 64-360; ZBĄSZYŃ; Poland;ulica Senatorska 30
51.95301;18.1334899;PUNKT APTECZNY POD LWEM; 62-830; ZBIERSK; Poland;Zbiersk-Cukrownia 143
51.95052;18.14026;PUNKT APTECZNY REMEDIUM; 62-830; ZBIERSK; Poland;Zbiersk-Cukrownia 65A
51.64737;17.36839;APTEKA ALIFARM - BIS; 63-760; ZDUNY; Poland;osiedle Madalińskiego 1A
51.64605;17.37805;APTEKA; 63-760; ZDUNY; Poland;Rynek 19
52.47939;16.85585;APTEKA POD LASEM; 62-002; ZŁOTNIKI; Poland;plac Grzybowy 7
53.36079;17.04286;APTEKA ŚW. KOSMY I DAMIANA; 77-400; ZŁOTÓW; Poland;ulica Bohaterów Westerplatte 7B
53.35848;17.04882;APTEKA CENTRUM ZDROWIA; 77-400; ZŁOTÓW; Poland;ulica Nieznanego Żołnierza
53.36016;17.03528;APTEKA MALWA; 77-400; ZŁOTÓW; Poland;ulica Spichrzowa 42
53.36013;17.04388;APTEKA; 77-400; ZŁOTÓW; Poland;ulica Bohaterów Westerplatte 12
53.3715;17.01961;APTEKA  LEŚNA; 77-400; ZŁOTÓW; Poland;ulica Wielatowska 10
51.85013;18.17507;PUNKT APTECZNY; 62-817; ŻELAZKÓW; Poland;Żelazków 109
51.8534099;18.17842;PUNKT APTECZNY VITA; 62-817; ŻELAZKÓW; Poland;Żelazków 134C
52.0656899;17563;APTEKA NOVA; 63-210; ŻERKÓW; Poland;ulica Jarocińska 15B
52.06832;17.5641399;APTEKA STRÓŻYKOWIE; 63-210; ŻERKÓW; Poland;ulica Rynek 7G
52.18235;18.27152;PUNKT APTECZNY FIOŁEK; 62-571; ŻYCHLIN; Poland;osiedle Słoneczne
52.45308;17.5831;APTEKA ZDRÓWKO; 62-241; ŻYDOWO; Poland;ulica Tadeusza Kościuszki
